,rule,coef
331,NeuroDMotor_1 <= 0.5,-0.1429
289,SFxPalpDepress_1.0 <= 0.5 and SeizOccur_>30 minutes after injury <= 0.5,-0.10299
299,SFxPalpDepress_92.0 > 0.5,-0.05588
319,SFxBasHem_1 <= 0.5,0.02005
279,SFxBasHem_1 <= 0.5 and FontBulg_nan <= 0.5,-0.06622
325,NeuroD_nan <= 0.5 and NeuroDMotor_1 <= 0.5 and SFxBasRet_1 <= 0.5,-0.16863
335,AgeInMonth <= 214.5,-0.15416
303,SeizLen_1-5 min <= 0.5,-0.15073
320,SFxPalp_Yes <= 0.5,-0.10879
306,OSIPelvis_1 <= 0.5,-0.03418
298,OSIPelvis_1 <= 0.5 and SeizLen_>15 min <= 0.5,-0.07873
316,SFxBasPer_0 <= 0.5,-0.08447
317,SFxBasHem_1 <= 0.5 and SFxPalpDepress_0.0 <= 0.5 and SeizLen_>15 min <= 0.5,0.03073
323,SFxBasHem_1 <= 0.5 and SFxPalpDepress_1.0 <= 0.5,-0.12578
304,SFxBasHem_1 <= 0.5 and Sedated_1.0 <= 0.5 and ActNorm_nan <= 0.5,-0.06993
285,SeizLen_5-15 min <= 0.5 and SeizOccur_Immediately on contact <= 0.5,-0.02698
310,SFxBasRet_0 <= 0.5,-0.01094
308,SFxBasOto_0 <= 0.5,-0.05614
327,SFxBasRhi_0 <= 0.5,-0.50463
290,SFxBasHem_1 <= 0.5 and SFxPalpDepress_92.0 > 0.5,0.07734
276,SFxBasPer_0 <= 0.5 and SFxPalpDepress_1.0 <= 0.5 and SFxBasOto_1 <= 0.5,-0.10226
326,SFxBas_1.0 <= 0.5,-0.09744
295,SFxBasHem_1 <= 0.5 and SFxPalp_Yes <= 0.5,-1.88962
324,AMSRepeat_1 <= 0.5,-0.13889
297,OSIAbdomen_1 <= 0.5,-0.10284
332,InjuryMech_BikeMV <= 0.5,-0.06053
313,SeizLen_5-15 min <= 0.5 and SFxPalp_Yes <= 0.5 and AMSRepeat_1 <= 0.5,-0.19251
321,SFxBasHem_1 <= 0.5 and SFxPalpDepress_1.0 <= 0.5 and AMSRepeat_1 <= 0.5,-0.2837
322,SFxBasHem_1 <= 0.5 and OSIAbdomen_1 <= 0.5,-0.11871
278,InjuryMech_BikeMV <= 0.5 and SFxBasHem_1 <= 0.5,-0.22356
272,SFxBasHem_1 <= 0.5 and SFxPalpDepress_92.0 > 0.5 and AMSRepeat_1 <= 0.5,-0.15644
296,NeuroDOth_1 <= 0.5 and AMSRepeat_1 <= 0.5,-0.37802
311,HASeverity_Severe <= 0.5,-0.15994
302,InjuryMech_OtherWheelCrash <= 0.5,-0.16123
330,SFxBasHem_1 <= 0.5 and AMSAgitated_1 <= 0.5,-1.26977
333,SFxPalpDepress_92.0 > 0.5 and AMSAgitated_1 <= 0.5,-0.23652
315,SFxBasPer_0 <= 0.5 and AMSAgitated_1 <= 0.5,-0.32188
260,LocLen_1-5 min <= 0.5,-0.09094
312,OSIOth_1 <= 0.5 and AMSRepeat_1 <= 0.5,-0.21913
265,SFxPalpDepress_1.0 <= 0.5 and LocLen_1-5 min <= 0.5,-0.08146
282,InjuryMech_PedesMV <= 0.5,-0.11168
309,ClavTem_1 <= 0.5 and SeizLen_>15 min <= 0.5,-0.04492
301,ClavTem_1 <= 0.5 and SFxBasHem_0 <= 0.5,-0.248
314,SFxPalp_No > 0.5 and AMSAgitated_1 <= 0.5 and OSICut_1 <= 0.5,-0.39618
283,VomitNbr_Once <= 0.5,-0.20077
281,OSIExtremity_1 <= 0.5,-0.12422
274,SFxBasHem_1 <= 0.5 and AMSSleep_1 <= 0.5,-0.13758
293,VomitStart_Within 1 hr of event <= 0.5,-0.33565
277,HemaSize_Large <= 0.5,0.12251
284,SeizLen_5-15 min <= 0.5 and HemaSize_Large <= 0.5,-0.88871
271,AMSSleep_0 <= 0.5 and AMSSlow_1 <= 0.5 and SFxBasPer_1 <= 0.5,1.41782
286,HemaLoc_Parietal/Temporal <= 0.5,-0.2018
280,AgeInMonth <= 187.5 and SFxBasHem_0 <= 0.5 and OSICut_1 <= 0.5,-0.17275
287,AMSOth_0 <= 0.5,-0.54007
273,SFxBasOto_1 <= 0.5 and SFxPalpDepress_0.0 <= 0.5 and AMSOth_0 <= 0.5,0.71448
346,SFxBasOto_1 <= 0.5 and SFxPalpDepress_0.0 <= 0.5 and AMSOth_0 > 0.5,-1.20061
341,HemaLoc_Parietal/Temporal <= 0.5 and AMSOth_0 > 0.5,0.63519
349,AgeInMonth > 187.5 and SFxBasHem_0 <= 0.5 and OSICut_1 <= 0.5,0.39424
345,HemaLoc_Parietal/Temporal > 0.5 and AMSAgitated_1 <= 0.5,0.2225
338,AgeInMonth <= 197.0 and VomitStart_Within 1 hr of event > 0.5,1.69714
340,AMSSleep_1 <= 0.5 and HemaSize_Large > 0.5,-0.66881
350,OSIPelvis_1 <= 0.5 and SFxBasHem_1 <= 0.5 and LocLen_>5 min <= 0.5 and AMSSleep_1 > 0.5,-0.59793
339,SeizLen_5-15 min <= 0.5 and ActNorm_1.0 > 0.5 and HemaSize_Large > 0.5,2.78789
354,OSIExtremity_1 > 0.5,-0.41883
342,VomitNbr_Once > 0.5 and OSIExtremity_1 <= 0.5,-0.25603
250,AgeInMonth > 30.0 and AMSSleep_0 > 0.5 and High_impact_InjSev_High <= 0.5 and SFxBasPer_1 <= 0.5,-4.97446
359,ClavTem_1 > 0.5 and SeizLen_>15 min <= 0.5,-0.37584
353,ClavTem_1 > 0.5 and SFxBasHem_0 <= 0.5,0.73671
358,InjuryMech_PedesMV > 0.5,0.43881
352,SFxPalpDepress_1.0 <= 0.5 and LocLen_1-5 min > 0.5,0.12545
263,AMSSlow_0 <= 0.5 and OSIOth_1 <= 0.5 and InjuryMech_PedesMV > 0.5,0.37597
343,LocLen_1-5 min > 0.5 and AMSRepeat_0 <= 0.5,-0.33492
365,HASeverity_Severe > 0.5,1.1071
364,SFxPalpDepress_92.0 > 0.5 and AMSAgitated_1 > 0.5,1.23254
361,SFxBasPer_0 <= 0.5 and AMSAgitated_1 > 0.5,-2.08805
357,SFxBasPer_0 <= 0.5 and InjuryMech_ObjStruckHead <= 0.5 and AMSAgitated_1 > 0.5,-2.84684
344,Drugs_0.0 > 0.5 and OSIOth_1 > 0.5 and AMSRepeat_1 <= 0.5,5.32681
275,AMSSlow_92 > 0.5 and InjuryMech_OtherWheelCrash > 0.5,1.24017
249,AgeInMonth <= 18.5 and AMSSleep_0 > 0.5 and SFxBasPer_1 <= 0.5,-5.10109
356,SFxPalp_No > 0.5 and AMSAgitated_1 > 0.5 and LocLen_Not applicable > 0.5 and OSICut_1 <= 0.5,1.63431
372,HemaLoc_Parietal/Temporal > 0.5 and AMSOth_0 > 0.5,1.35499
252,SFxBasHem_1 <= 0.5 and NeuroD_1.0 <= 0.5 and HA_verb_0.0 <= 0.5 and AMSAgitated_1 > 0.5,1.39959
373,InjuryMech_BikeMV > 0.5,-2.95454
360,SFxBasHem_1 <= 0.5 and OSIAbdomen_1 > 0.5,0.11878
347,InjuryMech_BikeMV > 0.5 and HemaLoc_Occipital <= 0.5 and SFxBasHem_1 <= 0.5,2.50215
253,OSIAbdomen_1 > 0.5 and AMSSlow_1 <= 0.5,-0.96531
367,SeizLen_5-15 min <= 0.5 and ActNorm_1.0 <= 0.5 and HemaSize_Large > 0.5,2.20721
351,AMSSleep_0 <= 0.5 and AMSSlow_1 > 0.5 and SFxBasPer_1 <= 0.5,2.61296
348,NeuroDOth_1 <= 0.5 and AMSRepeat_1 > 0.5,3.8217
355,AMSRepeat_1 > 0.5 and LocLen_5 sec - 1 min <= 0.5,-1.23173
254,SeizLen_5-15 min <= 0.5 and AMSRepeat_1 > 0.5 and AMSSleep_1 <= 0.5,-1.61545
248,ClavOcc_1 <= 0.5 and AMSRepeat_1 > 0.5 and LocLen_5 sec - 1 min <= 0.5,-1.31852
247,LOCSeparate_Suspected <= 0.5 and SFxBasHem_1 <= 0.5 and AMSRepeat_1 > 0.5,0.75341
261,SFxPalp_No <= 0.5 and ActNorm_1.0 > 0.5 and ClavPar_0 <= 0.5,0.75049
262,SFxPalp_No <= 0.5 and HemaLoc_Frontal > 0.5 and ClavPar_0 > 0.5,0.3755
451,SFxPalp_No <= 0.5 and HemaLoc_Frontal <= 0.5 and ClavPar_0 > 0.5,0.784
256,NeuroDOth_1 > 0.5 and Seiz_0.0 > 0.5,-0.33042
392,SFxBas_1.0 > 0.5,-0.58988
246,AMSRepeat_1 > 0.5 and HAStart_Within 1 hr of event <= 0.5,-0.97771
378,SFxBasRet_0 > 0.5,-0.60873
463,AgeInMonth <= 30.0 and AgeInMonth > 18.5 and AMSSleep_0 > 0.5 and SFxBasPer_1 <= 0.5,-4.57353
245,AgeInMonth > 30.0 and InjuryMech_FallElev <= 0.5 and AMSSleep_0 > 0.5 and High_impact_InjSev_High > 0.5 and SFxBasPer_1 <= 0.5,-5.46523
217,ClavOcc_1 <= 0.5 and SFxBasRhi_0 > 0.5,6.22031
370,SeizLen_5-15 min <= 0.5 and SeizOccur_Immediately on contact > 0.5,-0.89856
377,SFxBasPer_0 > 0.5,-0.19735
362,AMSSlow_0 > 0.5 and OSIOth_1 <= 0.5 and VomitNbr_>2 times <= 0.5 and InjuryMech_PedesMV > 0.5,0.17808
239,AgeinYears <= 12.0 and SFxBasOto_0 > 0.5,-1.43718
390,AMSSlow_92 <= 0.5 and InjuryMech_OtherWheelCrash > 0.5,0.86818
411,SFxPalp_Yes > 0.5,-1.12476
374,SFxBasHem_1 <= 0.5 and SFxPalp_Yes > 0.5,-6.84955
368,SeizLen_1-5 min > 0.5,0.14855
366,AgeInMonth > 214.5,-0.89795
259,HA_verb_1.0 <= 0.5 and AMSSleep_1 > 0.5 and HemaSize_Large > 0.5,-1.26652
219,SFxBasPer_0 > 0.5 and VomitNbr_Not applicable > 0.5,-1.00489
267,OSIPelvis_1 > 0.5 and AMSSleep_92 > 0.5,0.76111
424,SeizLen_1-5 min > 0.5 and ClavPar_1 <= 0.5,0.98229
268,OSIPelvis_1 > 0.5 and SeizLen_>15 min <= 0.5 and Hema_1.0 <= 0.5,-6.98494
376,SFxBasHem_1 > 0.5 and SFxPalpDepress_1.0 <= 0.5,-0.40155
231,Amnesia_verb_0.0 > 0.5 and SFxBasRhi_0 > 0.5,7.97149
389,SFxBasHem_1 > 0.5,-1.0091
371,SFxBasHem_1 > 0.5 and FontBulg_nan <= 0.5,-0.76511
375,SFxBasHem_1 > 0.5 and SFxPalpDepress_0.0 <= 0.5 and SeizLen_>15 min <= 0.5,-4.09779
402,SFxBasHem_1 > 0.5 and ActNorm_nan <= 0.5,-0.00399
363,SFxBasHem_1 > 0.5 and SFxPalpDepress_92.0 > 0.5,-4.3223
441,HA_verb_1.0 > 0.5 and AMSSleep_1 > 0.5 and HemaSize_Large > 0.5,-0.56732
423,SFxBasHem_0 > 0.5,-2.34815
437,SFxPalpDepress_92.0 <= 0.5,-2.26631
258,LocLen_1-5 min > 0.5 and AMSRepeat_0 > 0.5 and HASeverity_Not applicable <= 0.5,-0.79232
226,SFxBasHem_1 <= 0.5 and SFxPalpDepress_92.0 <= 0.5 and AMSRepeat_1 <= 0.5,-1.90157
240,VomitStart_1-4 hrs after event <= 0.5 and LOCSeparate_Suspected <= 0.5 and SFxBasHem_1 > 0.5,-0.76707
237,SeizLen_5-15 min <= 0.5 and SFxPalp_Yes > 0.5 and AMSRepeat_1 <= 0.5 and AMS_1.0 <= 0.5,3.45441
264,SFxBasPer_0 > 0.5 and SFxPalpDepress_1.0 <= 0.5 and SFxBasOto_1 <= 0.5 and AMSRepeat_0 <= 0.5,-2.92319
233,ClavTem_1 <= 0.5 and SFxPalpDepress_92.0 <= 0.5,-2.77861
222,SFxBasHem_1 > 0.5 and OSIAbdomen_0 <= 0.5,-0.85883
397,OSIAbdomen_92 > 0.5 and SFxBasHem_1 > 0.5,-0.07887
379,AgeInMonth > 197.0 and VomitStart_Within 1 hr of event > 0.5,2.19516
446,SFxBasHem_1 <= 0.5 and ClavPar_92 <= 0.5 and HA_verb_0.0 > 0.5 and AMSAgitated_1 > 0.5,2.78106
452,SFxPalp_No > 0.5 and AMSAgitated_1 > 0.5 and LocLen_Not applicable <= 0.5 and OSICut_1 <= 0.5,1.68522
459,NeuroDMotor_1 > 0.5,0.41432
386,NeuroD_nan <= 0.5 and NeuroDMotor_1 > 0.5 and SFxBasRet_1 <= 0.5,0.39284
416,Amnesia_verb_0.0 <= 0.5 and SFxBasRhi_0 > 0.5 and AgeinYears > 0.5,5.93979
236,AgeInMonth <= 140.0 and SFxBasHem_0 > 0.5 and OSICut_1 <= 0.5,-5.26095
391,HemaLoc_Parietal/Temporal > 0.5 and AMSAgitated_1 > 0.5,-0.77356
224,LOCSeparate_No > 0.5 and SFxBasHem_1 > 0.5,-0.81224
433,LocLen_1-5 min > 0.5 and AMSRepeat_0 > 0.5 and HASeverity_Not applicable > 0.5,0.32366
220,SFxBasHem_1 > 0.5 and HA_verb_0.0 <= 0.5,-1.50075
447,AMSRepeat_1 > 0.5 and HAStart_Within 1 hr of event > 0.5 and LocLen_Not applicable > 0.5 and Hema_1.0 <= 0.5,-0.03438
227,SFxBasHem_1 > 0.5 and High_impact_InjSev_Moderate > 0.5 and LocLen_5 sec - 1 min <= 0.5,-0.42312
406,SFxBasHem_1 > 0.5 and ClavFro_0 > 0.5,-0.528
450,SFxPalp_No <= 0.5 and ActNorm_1.0 <= 0.5 and ClavPar_0 <= 0.5,0.38144
443,LOCSeparate_Suspected > 0.5 and SFxBasHem_1 <= 0.5 and AMSRepeat_1 > 0.5,0.83055
238,AMSRepeat_92 > 0.5 and SFxBasHem_1 > 0.5 and AMSRepeat_1 <= 0.5,4.88457
382,SFxPalpDepress_1.0 > 0.5 and SeizOccur_>30 minutes after injury <= 0.5,0.94443
380,SFxBasHem_1 <= 0.5 and SFxPalpDepress_1.0 > 0.5,1.13349
369,SFxPalpDepress_1.0 > 0.5,0.69587
223,SFxBasHem_1 > 0.5 and ClavTem_0 > 0.5,-0.41213
384,SFxBasHem_1 <= 0.5 and SFxPalpDepress_1.0 > 0.5 and AMSRepeat_1 <= 0.5,4.28336
420,AgeInMonth > 30.0 and InjuryMech_FallElev > 0.5 and AMSSleep_0 > 0.5 and High_impact_InjSev_High > 0.5 and SFxBasPer_1 <= 0.5,-4.90782
393,OSIAbdomen_1 > 0.5 and AMSSlow_1 > 0.5,0.49975
388,VomitNbr_Once > 0.5 and OSIExtremity_1 > 0.5,2.57482
255,AMSRepeat_1 > 0.5 and HAStart_Within 1 hr of event > 0.5 and Hema_1.0 > 0.5,-2.11999
225,SFxPalpDepress_1.0 > 0.5 and HAStart_Within 1 hr of event <= 0.5,0.53315
427,AgeinYears > 12.0 and SFxBasOto_0 > 0.5 and InjuryMech_FallToGround <= 0.5,1.02027
462,OSIOth_1 > 0.5 and InjuryMech_PedesMV > 0.5,-0.09578
398,SFxBasHem_1 > 0.5 and ClavTem_0 <= 0.5,0.56183
394,ClavFro_1 <= 0.5 and SFxPalpDepress_1.0 > 0.5,1.22212
244,SFxBasPer_1 > 0.5 and ClavPar_0 > 0.5,-8.73026
445,InjuryMech_BikeMV > 0.5 and HemaLoc_Occipital > 0.5 and SFxBasHem_1 <= 0.5,4.74453
251,SFxBasHem_1 <= 0.5 and ClavPar_92 > 0.5 and HA_verb_0.0 > 0.5 and AMSAgitated_1 > 0.5,2.27381
454,SFxBasPer_0 > 0.5 and SFxPalpDepress_1.0 <= 0.5 and SFxBasOto_1 <= 0.5 and AMSRepeat_0 > 0.5,4.38724
387,ActNorm_nan > 0.5,0.0728
266,SFxPalpDepress_1.0 > 0.5 and AgeInMonth <= 60.0 and SFxBasOto_1 <= 0.5,1.71979
229,SFxBasHem_1 > 0.5 and ClavFro_0 <= 0.5,-1.94282
412,SFxPalpDepress_0.0 > 0.5 and SeizLen_>15 min <= 0.5,3.03473
428,SFxBasOto_1 <= 0.5 and SFxPalpDepress_0.0 > 0.5,2.7388
234,SFxBasPer_1 > 0.5 and HASeverity_Not applicable > 0.5,-4.53622
415,AMSRepeat_92 <= 0.5 and SFxBasHem_1 > 0.5 and AMSRepeat_1 <= 0.5,-2.33656
407,ClavFace_0 > 0.5 and SFxPalpDepress_1.0 > 0.5,1.02203
440,SeizOccur_>30 minutes after injury > 0.5,0.00678
432,SeizLen_5-15 min <= 0.5 and AMSRepeat_1 > 0.5 and AMSSleep_1 > 0.5,-1.52831
383,Sedated_0.0 <= 0.5,-5.7194
399,SFxBasPer_0 > 0.5 and VomitNbr_Not applicable <= 0.5,0.92906
395,SFxBasHem_1 > 0.5 and HA_verb_0.0 > 0.5,0.95534
458,AMSRepeat_1 > 0.5 and LocLen_5 sec - 1 min > 0.5,0.42578
409,SFxBasHem_1 > 0.5 and High_impact_InjSev_Moderate <= 0.5,-1.35899
385,OSICut_1 > 0.5 and ActNorm_nan <= 0.5,0.12979
401,LOCSeparate_No <= 0.5 and SFxBasHem_1 > 0.5,-1.42187
400,OSICut_1 > 0.5,0.08464
269,SFxPalpDepress_1.0 <= 0.5 and SeizOccur_>30 minutes after injury > 0.5 and AgeinYears <= 8.0,-7.90066
453,SFxPalp_No > 0.5 and OSICut_1 > 0.5,-0.11341
396,ClavOcc_1 > 0.5 and SFxBasRhi_0 > 0.5,9.62557
431,SeizLen_5-15 min <= 0.5 and SFxPalp_Yes > 0.5 and AMSRepeat_1 <= 0.5 and AMS_1.0 > 0.5,4.8424
405,Sedated_1.0 > 0.5,1.83288
444,FontBulg_0.0 <= 0.5,1.14262
228,ClavFace_0 <= 0.5 and SFxPalpDepress_1.0 > 0.5,-0.01611
439,SFxBasHem_1 <= 0.5 and LocLen_>5 min > 0.5 and AMSSleep_1 > 0.5,-0.56682
448,OSIPelvis_1 > 0.5 and SeizLen_>15 min <= 0.5 and Hema_1.0 > 0.5,0.3678
456,OSIPelvis_1 > 0.5 and AMSSleep_92 <= 0.5,-7.72862
417,SFxBasPer_1 > 0.5 and HASeverity_Not applicable <= 0.5,0.0318
381,SeizOccur_>30 minutes after injury <= 0.5 and SFxBasRet_1 > 0.5,-0.00054
419,ClavOcc_1 > 0.5 and AMSRepeat_1 > 0.5 and LocLen_5 sec - 1 min <= 0.5,-0.96685
436,SFxPalpDepress_1.0 > 0.5 and AgeInMonth > 60.0 and SFxBasOto_1 <= 0.5,-0.50523
460,SeizLen_5-15 min > 0.5,1.73703
232,SeizLen_5-15 min <= 0.5 and SFxBasRet_1 > 0.5 and SFxBasPer_1 <= 0.5,-8.10307
430,SFxBasPer_1 > 0.5 and ClavPar_0 <= 0.5,0.30743
221,ClavFro_1 > 0.5 and SFxPalpDepress_1.0 > 0.5,0.90246
257,AMSRepeat_1 > 0.5 and HAStart_Within 1 hr of event > 0.5 and LocLen_Not applicable <= 0.5 and Hema_1.0 <= 0.5,-0.60461
218,OSIAbdomen_92 <= 0.5 and SFxBasHem_1 > 0.5,-1.70726
235,Amnesia_verb_0.0 <= 0.5 and SFxBasRhi_0 > 0.5 and AgeinYears <= 0.5,-2.58429
241,AgeInMonth > 140.0 and HAStart_Within 1 hr of event > 0.5 and SFxBasHem_0 > 0.5 and OSICut_1 <= 0.5,-15.77447
442,SFxBasPer_0 <= 0.5 and InjuryMech_ObjStruckHead > 0.5 and AMSAgitated_1 > 0.5,-1.04063
455,SFxBasOto_1 > 0.5,-6.11651
403,SFxBasHem_1 > 0.5 and OSIAbdomen_0 > 0.5,-0.56647
410,SFxBasHem_1 <= 0.5 and Sedated_1.0 > 0.5 and AMSOth_0 > 0.5 and ActNorm_nan <= 0.5,3.67515
434,Drugs_0.0 <= 0.5 and OSIOth_1 > 0.5 and AMSRepeat_1 <= 0.5,7.81026
270,SFxBasHem_1 <= 0.5 and Sedated_1.0 > 0.5 and AMSOth_0 <= 0.5 and ActNorm_nan <= 0.5,-3.74527
435,SFxBasHem_1 <= 0.5 and NeuroD_1.0 > 0.5 and HA_verb_0.0 <= 0.5 and AMSAgitated_1 > 0.5,-6.00542
408,SFxPalpDepress_1.0 > 0.5 and HAStart_Within 1 hr of event > 0.5,2.00861
421,AgeInMonth > 140.0 and HAStart_Within 1 hr of event <= 0.5 and SFxBasHem_0 > 0.5 and OSICut_1 <= 0.5,3.07239
418,ClavTem_1 > 0.5 and SFxPalpDepress_92.0 <= 0.5,-2.14956
426,NeuroD_nan > 0.5,1.82599
243,SeizLen_1-5 min > 0.5 and ClavPar_1 > 0.5,-7.4462
438,OSIPelvis_1 > 0.5 and SFxBasHem_1 <= 0.5 and LocLen_>5 min <= 0.5 and AMSSleep_1 > 0.5,17.40169
425,VomitStart_1-4 hrs after event <= 0.5 and LOCSeparate_Suspected > 0.5 and SFxBasHem_1 > 0.5,4.4569
457,FontBulg_nan > 0.5,0.15513
230,AMSAgitated_0 <= 0.5 and SeizLen_>15 min > 0.5,-6.49051
461,SFxPalpDepress_1.0 <= 0.5 and SeizOccur_>30 minutes after injury > 0.5 and AgeinYears > 8.0,4.34572
429,VomitStart_1-4 hrs after event > 0.5 and SFxBasHem_1 > 0.5,0.11471
414,SeizLen_5-15 min <= 0.5 and SFxBasRet_1 > 0.5 and SFxBasPer_1 > 0.5,6.39477
404,SFxBasHem_1 > 0.5 and High_impact_InjSev_Moderate > 0.5 and LocLen_5 sec - 1 min > 0.5,-6.14601
449,AMSSlow_0 > 0.5 and OSIOth_1 <= 0.5 and VomitNbr_>2 times > 0.5 and InjuryMech_PedesMV > 0.5,3.37796
413,NeuroDOth_1 > 0.5 and Seiz_0.0 <= 0.5,20.81755
242,AgeinYears > 12.0 and SFxBasOto_0 > 0.5 and InjuryMech_FallToGround > 0.5,2.67059
422,AMSAgitated_0 > 0.5 and SeizLen_>15 min > 0.5,12.75234
